"Mouse Symbol","Mouse ID","Mouse Chr","Homologene ID","Human Symbol","Human ID","Rat Symbol","Rat ID","Drosophila Symbol","Drosophila ID","Zebrafish Symbol","Zebrafish ID","Yeast Symbol","Yeast ID",COSMIC,CGC,Study,"PubMed ID","Predicted Effect","CIS Address","Relative Rank","Cancer Type",Studies
Rere,68703,4,8101,RERE,473,Rere,116665,,,rerea,569081,,,Yes,No,"March 2011-01",22057237,"Not Determined",4:150348753-150636708,C,"Colorectal Cancer",11
Rere,68703,4,8101,RERE,473,Rere,116665,,,rerea,569081,,,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",4:150383655-150477759,C,"Pancreatic Cancer",11
Rere,68703,4,8101,RERE,473,Rere,116665,,,rerea,569081,,,Yes,No,"Perez Mancera 2012-02",22699621,"Not Determined",4:150390405-150390405,A,"Pancreatic Cancer",11
Rere,68703,4,8101,RERE,473,Rere,116665,,,rerea,569081,,,Yes,No,"Perna 2015-01",25624498,"Not Determined",4:150450181-150450181,C,"Skin Cancer",11
Rere,68703,4,8101,RERE,473,Rere,116665,,,rerea,569081,,,Yes,No,"Perna 2015-02",25624498,"Not Determined",4:150366196-150366196,C,"Skin Cancer",11
Rere,68703,4,8101,RERE,473,Rere,116665,,,rerea,569081,,,Yes,No,"Takeda 2015-01",25559195,"Not Determined",4:150367732-150490370,C,"Colorectal Cancer",11
Rere,68703,4,8101,RERE,473,Rere,116665,,,rerea,569081,,,Yes,No,"Takeda 2015-02",25559195,"Not Determined",4:150374347-150408147,B,"Colorectal Cancer",11
Rere,68703,4,8101,RERE,473,Rere,116665,,,rerea,569081,,,Yes,No,"Takeda 2015-03",25559195,"Not Determined",4:150313746-150370944,A,"Colorectal Cancer",11
Smad4,17128,18,31310,SMAD4,4089,Smad4,50554,Med,43725,zmp:0000000768,559111,,,Yes,Yes,"Bard-Chapeau 2014-01",24316982,"Not Determined",18:73639012-73703741,C,"Liver Cancer",11
Smad4,17128,18,31310,SMAD4,4089,Smad4,50554,Med,43725,zmp:0000000768,559111,,,Yes,Yes,"Mann 2012-01",22421440,Loss,18:73684837-73684837,B,"Pancreatic Cancer",11
Smad4,17128,18,31310,SMAD4,4089,Smad4,50554,Med,43725,zmp:0000000768,559111,,,Yes,Yes,"March 2011-01",22057237,"Not Determined",18:73551454-73708396,B,"Colorectal Cancer",11
Smad4,17128,18,31310,SMAD4,4089,Smad4,50554,Med,43725,zmp:0000000768,559111,,,Yes,Yes,"Perez Mancera 2012-01",22699621,"Not Determined",18:73666512-73666512,D,"Pancreatic Cancer",11
Smad4,17128,18,31310,SMAD4,4089,Smad4,50554,Med,43725,zmp:0000000768,559111,,,Yes,Yes,"Rahrmann 2013-01",23685747,"Not Determined",18:73639009-73703780,C,"Nervous System Cancer",11
Smad4,17128,18,31310,SMAD4,4089,Smad4,50554,Med,43725,zmp:0000000768,559111,,,Yes,Yes,"Rahrmann 2013-02",23685747,"Not Determined",18:73639009-73703780,D,"Nervous System Cancer",11
Smad4,17128,18,31310,SMAD4,4089,Smad4,50554,Med,43725,zmp:0000000768,559111,,,Yes,Yes,"Starr 2009-01",19251594,Loss,18:73661116-73700445,D,"Colorectal Cancer",11
Smad4,17128,18,31310,SMAD4,4089,Smad4,50554,Med,43725,zmp:0000000768,559111,,,Yes,Yes,"Takeda 2015-01",25559195,"Not Determined",18:73657687-73664941,D,"Colorectal Cancer",11
Smad4,17128,18,31310,SMAD4,4089,Smad4,50554,Med,43725,zmp:0000000768,559111,,,Yes,Yes,"Takeda 2015-02",25559195,"Not Determined",18:73609027-73719345,A,"Colorectal Cancer",11
Smad4,17128,18,31310,SMAD4,4089,Smad4,50554,Med,43725,zmp:0000000768,559111,,,Yes,Yes,"Takeda 2015-03",25559195,"Not Determined",18:73624589-73689900,A,"Colorectal Cancer",11
Smad4,17128,18,31310,SMAD4,4089,Smad4,50554,Med,43725,zmp:0000000768,559111,,,Yes,Yes,"Vyazunova 2014-01",25423036,"Not Determined",18:73603654-73656154,C,"Nervous System Cancer",11
Stag2,20843,X,38206,STAG2,10735,Stag2,313304,,,stag2b,560751,,,Yes,Yes,"Bard-Chapeau 2014-01",24316982,"Not Determined",X:42149411-42277175,B,"Liver Cancer",11
Stag2,20843,X,38206,STAG2,10735,Stag2,313304,,,stag2b,560751,,,Yes,Yes,"Koso 2012-01",23045694,"Not Determined",X:42149317-42277185,B,"Nervous System Cancer",11
Stag2,20843,X,38206,STAG2,10735,Stag2,313304,,,stag2b,560751,,,Yes,Yes,"Koso 2012-02",23045694,"Not Determined",X:42149317-42277185,D,"Nervous System Cancer",11
Stag2,20843,X,38206,STAG2,10735,Stag2,313304,,,stag2b,560751,,,Yes,Yes,"Perez Mancera 2012-01",22699621,"Not Determined",X:42182817-42182817,A,"Pancreatic Cancer",11
Stag2,20843,X,38206,STAG2,10735,Stag2,313304,,,stag2b,560751,,,Yes,Yes,"Perez Mancera 2012-02",22699621,"Not Determined",X:42209777-42209777,A,"Pancreatic Cancer",11
Stag2,20843,X,38206,STAG2,10735,Stag2,313304,,,stag2b,560751,,,Yes,Yes,"Perna 2015-01",25624498,"Not Determined",X:42221204-42221204,C,"Skin Cancer",11
Stag2,20843,X,38206,STAG2,10735,Stag2,313304,,,stag2b,560751,,,Yes,Yes,"Perna 2015-02",25624498,"Not Determined",X:42240546-42240546,A,"Skin Cancer",11
Stag2,20843,X,38206,STAG2,10735,Stag2,313304,,,stag2b,560751,,,Yes,Yes,"Rahrmann 2013-01",23685747,"Not Determined",X:42149317-42277185,A,"Nervous System Cancer",11
Stag2,20843,X,38206,STAG2,10735,Stag2,313304,,,stag2b,560751,,,Yes,Yes,"Rahrmann 2013-02",23685747,"Not Determined",X:42149317-42277185,A,"Nervous System Cancer",11
Stag2,20843,X,38206,STAG2,10735,Stag2,313304,,,stag2b,560751,,,Yes,Yes,"Rahrmann 2013-03",23685747,Loss,X:42149317-42277185,A,"Nervous System Cancer",11
Stag2,20843,X,38206,STAG2,10735,Stag2,313304,,,stag2b,560751,,,Yes,Yes,"Rahrmann 2013-04",23685747,Loss,X:42149317-42277185,A,"Nervous System Cancer",11
Tnpo1,238799,13,5358,TNPO1,3842,Tnpo1,309126,Trn,38721,tnpo1,562607,,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",13:98842080-98926384,B,"Liver Cancer",11
Tnpo1,238799,13,5358,TNPO1,3842,Tnpo1,309126,Trn,38721,tnpo1,562607,,,Yes,No,"Mann 2012-01",22421440,Loss,13:98868835-98868835,C,"Pancreatic Cancer",11
Tnpo1,238799,13,5358,TNPO1,3842,Tnpo1,309126,Trn,38721,tnpo1,562607,,,Yes,No,"March 2011-01",22057237,"Not Determined",13:98784818-98966408,B,"Colorectal Cancer",11
Tnpo1,238799,13,5358,TNPO1,3842,Tnpo1,309126,Trn,38721,tnpo1,562607,,,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",13:98881701-98881701,B,"Pancreatic Cancer",11
Tnpo1,238799,13,5358,TNPO1,3842,Tnpo1,309126,Trn,38721,tnpo1,562607,,,Yes,No,"Perez Mancera 2012-02",22699621,"Not Determined",13:98827480-98827480,A,"Pancreatic Cancer",11
Tnpo1,238799,13,5358,TNPO1,3842,Tnpo1,309126,Trn,38721,tnpo1,562607,,,Yes,No,"Rahrmann 2013-01",23685747,"Not Determined",13:98839019-98926384,C,"Nervous System Cancer",11
Tnpo1,238799,13,5358,TNPO1,3842,Tnpo1,309126,Trn,38721,tnpo1,562607,,,Yes,No,"Rahrmann 2013-02",23685747,"Not Determined",13:98839019-98926384,D,"Nervous System Cancer",11
Tnpo1,238799,13,5358,TNPO1,3842,Tnpo1,309126,Trn,38721,tnpo1,562607,,,Yes,No,"Starr 2009-01",19251594,"Not Determined",13:98737150-98856467,B,"Colorectal Cancer",11
Tnpo1,238799,13,5358,TNPO1,3842,Tnpo1,309126,Trn,38721,tnpo1,562607,,,Yes,No,"Takeda 2015-01",25559195,"Not Determined",13:98838697-98906803,D,"Colorectal Cancer",11
Tnpo1,238799,13,5358,TNPO1,3842,Tnpo1,309126,Trn,38721,tnpo1,562607,,,Yes,No,"Takeda 2015-03",25559195,"Not Determined",13:98873122-98914092,A,"Colorectal Cancer",11
Tnpo1,238799,13,5358,TNPO1,3842,Tnpo1,309126,Trn,38721,tnpo1,562607,,,Yes,No,"Wu 2012-01",22343890,"Not Determined",13:98839019-98926384,"Not Ranked","Nervous System Cancer",11
Trim33,94093,3,9296,TRIM33,51592,Trim33,365894,,,trim33,324053,,,Yes,Yes,"Bard-Chapeau 2014-01",24316982,"Not Determined",3:103279292-103358768,C,"Liver Cancer",11
Trim33,94093,3,9296,TRIM33,51592,Trim33,365894,,,trim33,324053,,,Yes,Yes,"Genovesi 2013-01",24167280,"Not Determined",3:103279292-103358770,C,"Nervous System Cancer",11
Trim33,94093,3,9296,TRIM33,51592,Trim33,365894,,,trim33,324053,,,Yes,Yes,"March 2011-01",22057237,"Not Determined",3:103282062-103346864,C,"Colorectal Cancer",11
Trim33,94093,3,9296,TRIM33,51592,Trim33,365894,,,trim33,324053,,,Yes,Yes,"Perez Mancera 2012-01",22699621,"Not Determined",3:103315475-103315475,C,"Pancreatic Cancer",11
Trim33,94093,3,9296,TRIM33,51592,Trim33,365894,,,trim33,324053,,,Yes,Yes,"Perez Mancera 2012-02",22699621,"Not Determined",3:103320416-103320416,C,"Pancreatic Cancer",11
Trim33,94093,3,9296,TRIM33,51592,Trim33,365894,,,trim33,324053,,,Yes,Yes,"Perna 2015-01",25624498,"Not Determined",3:103320891-103320891,D,"Skin Cancer",11
Trim33,94093,3,9296,TRIM33,51592,Trim33,365894,,,trim33,324053,,,Yes,Yes,"Rad 2015-01",25485836,"Not Determined",3:103256005-103272005,D,"Pancreatic Cancer",11
Trim33,94093,3,9296,TRIM33,51592,Trim33,365894,,,trim33,324053,,,Yes,Yes,"Takeda 2015-01",25559195,"Not Determined",3:103295603-103335352,B,"Colorectal Cancer",11
Trim33,94093,3,9296,TRIM33,51592,Trim33,365894,,,trim33,324053,,,Yes,Yes,"Takeda 2015-02",25559195,"Not Determined",3:103304364-103327919,C,"Colorectal Cancer",11
Trim33,94093,3,9296,TRIM33,51592,Trim33,365894,,,trim33,324053,,,Yes,Yes,"Takeda 2015-03",25559195,"Not Determined",3:103303277-103323873,D,"Colorectal Cancer",11
Trim33,94093,3,9296,TRIM33,51592,Trim33,365894,,,trim33,324053,,,Yes,Yes,"Wong 2014-01",24316979,"Not Determined",3:103315265-103315265,D,"Blood Cancer",11
Ube2g1,67128,11,2508,UBE2G1,7326,Ube2g1,64631,CG40045,3355079,ube2g1a,334133,,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",11:72607260-72686481,A,"Liver Cancer",11
Ube2g1,67128,11,2508,UBE2G1,7326,Ube2g1,64631,CG40045,3355079,ube2g1a,334133,,,Yes,No,"Keng 2013-01",22899566,"Not Determined",11:72621998-72674998,C,"Liver Cancer",11
Ube2g1,67128,11,2508,UBE2G1,7326,Ube2g1,64631,CG40045,3355079,ube2g1a,334133,,,Yes,No,"Koso 2012-01",23045694,"Not Determined",11:72607283-72686481,D,"Nervous System Cancer",11
Ube2g1,67128,11,2508,UBE2G1,7326,Ube2g1,64631,CG40045,3355079,ube2g1a,334133,,,Yes,No,"March 2011-01",22057237,"Not Determined",11:72573839-72691031,B,"Colorectal Cancer",11
Ube2g1,67128,11,2508,UBE2G1,7326,Ube2g1,64631,CG40045,3355079,ube2g1a,334133,,,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",,"Not Ranked","Pancreatic Cancer",11
Ube2g1,67128,11,2508,UBE2G1,7326,Ube2g1,64631,CG40045,3355079,ube2g1a,334133,,,Yes,No,"Perez Mancera 2012-02",22699621,"Not Determined",11:72675398-72675398,B,"Pancreatic Cancer",11
Ube2g1,67128,11,2508,UBE2G1,7326,Ube2g1,64631,CG40045,3355079,ube2g1a,334133,,,Yes,No,"Rahrmann 2013-01",23685747,"Not Determined",11:72607283-72686481,B,"Nervous System Cancer",11
Ube2g1,67128,11,2508,UBE2G1,7326,Ube2g1,64631,CG40045,3355079,ube2g1a,334133,,,Yes,No,"Rahrmann 2013-02",23685747,"Not Determined",11:72607283-72686481,C,"Nervous System Cancer",11
Ube2g1,67128,11,2508,UBE2G1,7326,Ube2g1,64631,CG40045,3355079,ube2g1a,334133,,,Yes,No,"Takeda 2015-01",25559195,"Not Determined",11:72643386-72660949,D,"Colorectal Cancer",11
Ube2g1,67128,11,2508,UBE2G1,7326,Ube2g1,64631,CG40045,3355079,ube2g1a,334133,,,Yes,No,"Takeda 2015-02",25559195,"Not Determined",11:72639083-72652251,D,"Colorectal Cancer",11
Ube2g1,67128,11,2508,UBE2G1,7326,Ube2g1,64631,CG40045,3355079,ube2g1a,334133,,,Yes,No,"Takeda 2015-03",25559195,"Not Determined",11:72638788-72670994,D,"Colorectal Cancer",11
Ubr5,70790,15,9295,UBR5,51366,,,hyd,41181,ubr5,334627,,,Yes,Yes,"Bard-Chapeau 2014-01",24316982,"Not Determined",15:37967327-38078853,A,"Liver Cancer",11
Ubr5,70790,15,9295,UBR5,51366,,,hyd,41181,ubr5,334627,,,Yes,Yes,"Genovesi 2013-01",24167280,"Not Determined",15:37967327-38078854,B,"Nervous System Cancer",11
Ubr5,70790,15,9295,UBR5,51366,,,hyd,41181,ubr5,334627,,,Yes,Yes,"Koso 2012-01",23045694,"Not Determined",15:37967328-38078853,C,"Nervous System Cancer",11
Ubr5,70790,15,9295,UBR5,51366,,,hyd,41181,ubr5,334627,,,Yes,Yes,"Koso 2012-02",23045694,"Not Determined",15:37967328-38078853,B,"Nervous System Cancer",11
Ubr5,70790,15,9295,UBR5,51366,,,hyd,41181,ubr5,334627,,,Yes,Yes,"Mann 2012-01",22421440,Loss,15:38062003-38062003,C,"Pancreatic Cancer",11
Ubr5,70790,15,9295,UBR5,51366,,,hyd,41181,ubr5,334627,,,Yes,Yes,"March 2011-01",22057237,"Not Determined",15:38019795-38075190,D,"Colorectal Cancer",11
Ubr5,70790,15,9295,UBR5,51366,,,hyd,41181,ubr5,334627,,,Yes,Yes,"Perez Mancera 2012-01",22699621,"Not Determined",15:37985739-37985739,D,"Pancreatic Cancer",11
Ubr5,70790,15,9295,UBR5,51366,,,hyd,41181,ubr5,334627,,,Yes,Yes,"Perez Mancera 2012-02",22699621,"Not Determined",15:38004670-38004670,C,"Pancreatic Cancer",11
Ubr5,70790,15,9295,UBR5,51366,,,hyd,41181,ubr5,334627,,,Yes,Yes,"Takeda 2015-01",25559195,"Not Determined",15:38013876-38019704,D,"Colorectal Cancer",11
Ubr5,70790,15,9295,UBR5,51366,,,hyd,41181,ubr5,334627,,,Yes,Yes,"Takeda 2015-02",25559195,"Not Determined",15:38003022-38052563,A,"Colorectal Cancer",11
Ubr5,70790,15,9295,UBR5,51366,,,hyd,41181,ubr5,334627,,,Yes,Yes,"Takeda 2015-03",25559195,"Not Determined",15:38033762-38064281,C,"Colorectal Cancer",11
Zbtb20,56490,16,9226,ZBTB20,26137,Zbtb20,288105,,,zbtb20,568779,,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",16:43247283-43619110,B,"Liver Cancer",11
Zbtb20,56490,16,9226,ZBTB20,26137,Zbtb20,288105,,,zbtb20,568779,,,Yes,No,"Genovesi 2013-01",24167280,"Not Determined",16:42907644-43619123,D,"Nervous System Cancer",11
Zbtb20,56490,16,9226,ZBTB20,26137,Zbtb20,288105,,,zbtb20,568779,,,Yes,No,"Keng 2009-01",19234449,Gain,16:43349397-43460874,B,"Liver Cancer",11
Zbtb20,56490,16,9226,ZBTB20,26137,Zbtb20,288105,,,zbtb20,568779,,,Yes,No,"Keng 2013-01",22899566,"Not Determined",16:43396687-43557687,A,"Liver Cancer",11
Zbtb20,56490,16,9226,ZBTB20,26137,Zbtb20,288105,,,zbtb20,568779,,,Yes,No,"Koso 2012-02",23045694,"Not Determined",16:42875881-43642602,D,"Nervous System Cancer",11
Zbtb20,56490,16,9226,ZBTB20,26137,Zbtb20,288105,,,zbtb20,568779,,,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",16:43211534-43468650,A,"Pancreatic Cancer",11
Zbtb20,56490,16,9226,ZBTB20,26137,Zbtb20,288105,,,zbtb20,568779,,,Yes,No,"Perez Mancera 2012-02",22699621,"Not Determined",16:43480649-43480649,B,"Pancreatic Cancer",11
Zbtb20,56490,16,9226,ZBTB20,26137,Zbtb20,288105,,,zbtb20,568779,,,Yes,No,"Perna 2015-01",25624498,"Not Determined",16:43388232-43388232,C,"Skin Cancer",11
Zbtb20,56490,16,9226,ZBTB20,26137,Zbtb20,288105,,,zbtb20,568779,,,Yes,No,"Rahrmann 2013-01",23685747,"Not Determined",16:42875881-43642602,A,"Nervous System Cancer",11
Zbtb20,56490,16,9226,ZBTB20,26137,Zbtb20,288105,,,zbtb20,568779,,,Yes,No,"Rahrmann 2013-02",23685747,"Not Determined",16:42875881-43642602,A,"Nervous System Cancer",11
Zbtb20,56490,16,9226,ZBTB20,26137,Zbtb20,288105,,,zbtb20,568779,,,Yes,No,"Wu 2012-01",22343890,"Not Determined",16:42875881-43642602,"Not Ranked","Nervous System Cancer",11
Zfand3,21769,17,11077,ZFAND3,60685,Zfand3,361816,,,zfand3,563496,,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",17:30005086-30210020,A,"Liver Cancer",11
Zfand3,21769,17,11077,ZFAND3,60685,Zfand3,361816,,,zfand3,563496,,,Yes,No,"Keng 2013-01",22899566,"Not Determined",17:30008755-30127755,B,"Liver Cancer",11
Zfand3,21769,17,11077,ZFAND3,60685,Zfand3,361816,,,zfand3,563496,,,Yes,No,"Koso 2012-01",23045694,"Not Determined",17:30005087-30210019,C,"Nervous System Cancer",11
Zfand3,21769,17,11077,ZFAND3,60685,Zfand3,361816,,,zfand3,563496,,,Yes,No,"Mann 2012-01",22421440,Loss,17:30052277-30052277,D,"Pancreatic Cancer",11
Zfand3,21769,17,11077,ZFAND3,60685,Zfand3,361816,,,zfand3,563496,,,Yes,No,"March 2011-01",22057237,"Not Determined",17:30014774-30134109,D,"Colorectal Cancer",11
Zfand3,21769,17,11077,ZFAND3,60685,Zfand3,361816,,,zfand3,563496,,,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",17:30053869-30053869,B,"Pancreatic Cancer",11
Zfand3,21769,17,11077,ZFAND3,60685,Zfand3,361816,,,zfand3,563496,,,Yes,No,"Perez Mancera 2012-02",22699621,"Not Determined",17:30057510-30057510,B,"Pancreatic Cancer",11
Zfand3,21769,17,11077,ZFAND3,60685,Zfand3,361816,,,zfand3,563496,,,Yes,No,"Perna 2015-01",25624498,"Not Determined",17:30071340-30071340,D,"Skin Cancer",11
Zfand3,21769,17,11077,ZFAND3,60685,Zfand3,361816,,,zfand3,563496,,,Yes,No,"Rahrmann 2013-01",23685747,"Not Determined",17:30005087-30210019,B,"Nervous System Cancer",11
Zfand3,21769,17,11077,ZFAND3,60685,Zfand3,361816,,,zfand3,563496,,,Yes,No,"Rahrmann 2013-02",23685747,"Not Determined",17:30005087-30210019,B,"Nervous System Cancer",11
Zfand3,21769,17,11077,ZFAND3,60685,Zfand3,361816,,,zfand3,563496,,,Yes,No,"Takeda 2015-02",25559195,"Not Determined",17:30034326-30111914,D,"Colorectal Cancer",11
Ankrd17,81702,5,82403,ANKRD17,26057,Ankrd17,289521,,,,,,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",5:90227165-90366185,A,"Liver Cancer",10
Ankrd17,81702,5,82403,ANKRD17,26057,Ankrd17,289521,,,,,,,Yes,No,"Keng 2013-01",22899566,"Not Determined",5:90315575-90399574,C,"Liver Cancer",10
Ankrd17,81702,5,82403,ANKRD17,26057,Ankrd17,289521,,,,,,,Yes,No,"Koso 2012-01",23045694,"Not Determined",5:90227190-90366185,C,"Nervous System Cancer",10
Ankrd17,81702,5,82403,ANKRD17,26057,Ankrd17,289521,,,,,,,Yes,No,"March 2011-01",22057237,"Not Determined",5:90235983-90377213,A,"Colorectal Cancer",10
Ankrd17,81702,5,82403,ANKRD17,26057,Ankrd17,289521,,,,,,,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",5:90311563-90311563,A,"Pancreatic Cancer",10
Ankrd17,81702,5,82403,ANKRD17,26057,Ankrd17,289521,,,,,,,Yes,No,"Perez Mancera 2012-02",22699621,"Not Determined",5:90319037-90319037,A,"Pancreatic Cancer",10
Ankrd17,81702,5,82403,ANKRD17,26057,Ankrd17,289521,,,,,,,Yes,No,"Rahrmann 2013-01",23685747,"Not Determined",5:90227190-90366185,B,"Nervous System Cancer",10
Ankrd17,81702,5,82403,ANKRD17,26057,Ankrd17,289521,,,,,,,Yes,No,"Rahrmann 2013-02",23685747,"Not Determined",5:90227190-90366185,B,"Nervous System Cancer",10
Ankrd17,81702,5,82403,ANKRD17,26057,Ankrd17,289521,,,,,,,Yes,No,"Takeda 2015-02",25559195,"Not Determined",5:90332872-90340216,D,"Colorectal Cancer",10
Ankrd17,81702,5,82403,ANKRD17,26057,Ankrd17,289521,,,,,,,Yes,No,"Takeda 2015-03",25559195,"Not Determined",5:90331203-90360494,D,"Colorectal Cancer",10
App,11820,16,56379,APP,351,App,54226,,,appb,170846,,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",16:84954442-85173703,D,"Liver Cancer",10
App,11820,16,56379,APP,351,App,54226,,,appb,170846,,,Yes,No,"March 2011-01",22057237,"Not Determined",16:85045016-85178666,C,"Colorectal Cancer",10
App,11820,16,56379,APP,351,App,54226,,,appb,170846,,,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",16:85107280-85107280,B,"Pancreatic Cancer",10
App,11820,16,56379,APP,351,App,54226,,,appb,170846,,,Yes,No,"Perez Mancera 2012-02",22699621,"Not Determined",16:85105963-85105963,C,"Pancreatic Cancer",10
App,11820,16,56379,APP,351,App,54226,,,appb,170846,,,Yes,No,"Rahrmann 2013-01",23685747,"Not Determined",16:84954443-85173703,B,"Nervous System Cancer",10
App,11820,16,56379,APP,351,App,54226,,,appb,170846,,,Yes,No,"Rahrmann 2013-02",23685747,"Not Determined",16:84954443-85173703,B,"Nervous System Cancer",10
App,11820,16,56379,APP,351,App,54226,,,appb,170846,,,Yes,No,"Takeda 2015-01",25559195,"Not Determined",16:85121973-85142290,C,"Colorectal Cancer",10
App,11820,16,56379,APP,351,App,54226,,,appb,170846,,,Yes,No,"Takeda 2015-02",25559195,"Not Determined",16:85141413-85167515,C,"Colorectal Cancer",10
App,11820,16,56379,APP,351,App,54226,,,appb,170846,,,Yes,No,"Takeda 2015-03",25559195,"Not Determined",16:85095858-85129245,B,"Colorectal Cancer",10
App,11820,16,56379,APP,351,App,54226,,,appb,170846,,,Yes,No,"Wu 2012-01",22343890,"Not Determined",16:84954443-85173703,"Not Ranked","Nervous System Cancer",10
Birc6,12211,17,7248,BIRC6,57448,Birc6,313876,Bruce,41260,birc6,796547,,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",17:74528294-74703773,A,"Liver Cancer",10
Birc6,12211,17,7248,BIRC6,57448,Birc6,313876,Bruce,41260,birc6,796547,,,Yes,No,"Koso 2012-01",23045694,"Not Determined",17:74528295-74703773,C,"Nervous System Cancer",10
Birc6,12211,17,7248,BIRC6,57448,Birc6,313876,Bruce,41260,birc6,796547,,,Yes,No,"March 2011-01",22057237,"Not Determined",17:74488448-74636889,B,"Colorectal Cancer",10
Birc6,12211,17,7248,BIRC6,57448,Birc6,313876,Bruce,41260,birc6,796547,,,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",17:74543397-74543397,A,"Pancreatic Cancer",10
Birc6,12211,17,7248,BIRC6,57448,Birc6,313876,Bruce,41260,birc6,796547,,,Yes,No,"Perez Mancera 2012-02",22699621,"Not Determined",17:74569129-74569129,B,"Pancreatic Cancer",10
Birc6,12211,17,7248,BIRC6,57448,Birc6,313876,Bruce,41260,birc6,796547,,,Yes,No,"Perna 2015-01",25624498,"Not Determined",17:74556467-74685693,B,"Skin Cancer",10
Birc6,12211,17,7248,BIRC6,57448,Birc6,313876,Bruce,41260,birc6,796547,,,Yes,No,"Takeda 2015-01",25559195,"Not Determined",17:74642895-74660335,D,"Colorectal Cancer",10
Birc6,12211,17,7248,BIRC6,57448,Birc6,313876,Bruce,41260,birc6,796547,,,Yes,No,"Takeda 2015-02",25559195,"Not Determined",17:74674316-74688830,D,"Colorectal Cancer",10
Birc6,12211,17,7248,BIRC6,57448,Birc6,313876,Bruce,41260,birc6,796547,,,Yes,No,"Takeda 2015-03",25559195,"Not Determined",17:74527749-74577141,C,"Colorectal Cancer",10
Birc6,12211,17,7248,BIRC6,57448,Birc6,313876,Bruce,41260,birc6,796547,,,Yes,No,"Wu 2012-02",22343890,"Not Determined",17:74528295-74703773,"Not Ranked","Nervous System Cancer",10
Cdkn2a,12578,4,55430,CDKN2A,1029,Cdkn2a,25163,,,LOC100329528,100329528,,,Yes,Yes,"Berquam Vrieze 2011-03",21828136,Loss,4:89277618-89293714,B,"Blood Cancer",10
Cdkn2a,12578,4,55430,CDKN2A,1029,Cdkn2a,25163,,,LOC100329528,100329528,,,Yes,Yes,"Koudijis 2011-01",21852388,"Not Determined",4:89277097-89301097,D,"Blood Cancer",10
Cdkn2a,12578,4,55430,CDKN2A,1029,Cdkn2a,25163,,,LOC100329528,100329528,,,Yes,Yes,"Perez Mancera 2012-01",22699621,"Not Determined",4:89294052-89294052,D,"Pancreatic Cancer",10
Cdkn2a,12578,4,55430,CDKN2A,1029,Cdkn2a,25163,,,LOC100329528,100329528,,,Yes,Yes,"Perez Mancera 2012-02",22699621,"Not Determined",4:89289657-89289657,C,"Pancreatic Cancer",10
Cdkn2a,12578,4,55430,CDKN2A,1029,Cdkn2a,25163,,,LOC100329528,100329528,,,Yes,Yes,"Perna 2015-01",25624498,"Not Determined",4:89279934-89279934,A,"Skin Cancer",10
Cdkn2a,12578,4,55430,CDKN2A,1029,Cdkn2a,25163,,,LOC100329528,100329528,,,Yes,Yes,"Perna 2015-02",25624498,"Not Determined",4:89278149-89278149,A,"Skin Cancer",10
Cdkn2a,12578,4,55430,CDKN2A,1029,Cdkn2a,25163,,,LOC100329528,100329528,,,Yes,Yes,"Quintana 2012-01",22832494,"Not Determined",4:89274473-89294653,A,"Skin Cancer",10
Cdkn2a,12578,4,55430,CDKN2A,1029,Cdkn2a,25163,,,LOC100329528,100329528,,,Yes,Yes,"Rad 2015-01",25485836,"Not Determined",4:89274181-89290181,A,"Pancreatic Cancer",10
Cdkn2a,12578,4,55430,CDKN2A,1029,Cdkn2a,25163,,,LOC100329528,100329528,,,Yes,Yes,"Rahrmann 2013-04",23685747,Loss,4:89274473-89294653,D,"Nervous System Cancer",10
Cdkn2a,12578,4,55430,CDKN2A,1029,Cdkn2a,25163,,,LOC100329528,100329528,,,Yes,Yes,"Wong 2014-01",24316979,"Not Determined",4:89290338-89290338,A,"Blood Cancer",10
Celf1,13046,2,134102,CELF1,10658,Celf1,362160,,,celf1,58137,,,Yes,No,"Bard-Chapeau 2014-01",24316982,"Not Determined",2:90940457-91017053,A,"Liver Cancer",10
Celf1,13046,2,134102,CELF1,10658,Celf1,362160,,,celf1,58137,,,Yes,No,"March 2011-01",22057237,"Not Determined",2:90886679-91019563,C,"Colorectal Cancer",10
Celf1,13046,2,134102,CELF1,10658,Celf1,362160,,,celf1,58137,,,Yes,No,"Perez Mancera 2012-01",22699621,"Not Determined",2:90985196-90985196,C,"Pancreatic Cancer",10
